timestamp,region,score
1772924404.3428636,NORTH_KOREA,35
1772924404.3428636,EUROPA_CORE,20
1772924404.3428636,AUSTRALIA,18
1772924404.3428636,CHINA,19
1772924404.3428636,IRAN_M_ORIENTE,68
1772924404.3428636,MEXICO,17
1772924404.3428636,RUSIA_UCRANIA,62
1772924404.3428636,BRASIL,17
1772924404.3428636,ASIA_PACIFICO,18
1772926203.3033347,Iran_M_Oriente,68
1772926203.3033347,Espana,18
1772926203.3033347,Rusia_Ucrania,62
1772926203.3033347,USA,19
1772926203.3033347,China,19
1772926203.3033347,Latam,18
1772926203.3033347,Mexico,17
1772926203.3033347,Argentina,17
1772926203.3033347,Brasil,17
1772926203.3033347,Sahel,32
1772926203.3033347,Asia_Pacifico,18
1772926203.3033347,Europa_Core,20
1772926203.3033347,North_Korea,35
1772926203.3033347,Australia,18
1772926203.3033347,ARGENTINA,17
1772926203.3033347,LATAM,18
1772926203.3033347,SAHEL,32
1772926203.3033347,ESPANA,18
1772926203.3033347,NORTH_KOREA,35
1772926203.3033347,EUROPA_CORE,20
1772926203.3033347,AUSTRALIA,18
1772926203.3033347,CHINA,19
1772926203.3033347,IRAN_M_ORIENTE,68
1772926203.3033347,MEXICO,17
1772926203.3033347,RUSIA_UCRANIA,62
1772926203.3033347,BRASIL,17
1772926203.3033347,ASIA_PACIFICO,18
1772928003.1539528,Iran_M_Oriente,68
1772928003.1539528,Espana,18
1772928003.1539528,Rusia_Ucrania,62
1772928003.1539528,USA,19
1772928003.1539528,China,19
1772928003.1539528,Latam,18
1772928003.1539528,Mexico,17
1772928003.1539528,Argentina,17
1772928003.1539528,Brasil,17
1772928003.1539528,Sahel,32
1772928003.1539528,Asia_Pacifico,18
1772928003.1539528,Europa_Core,20
1772928003.1539528,North_Korea,35
1772928003.1539528,Australia,18
1772928003.1539528,ARGENTINA,17
1772928003.1539528,LATAM,18
1772928003.1539528,SAHEL,32
1772928003.1539528,ESPANA,18
1772928003.1539528,NORTH_KOREA,35
1772928003.1539528,EUROPA_CORE,20
1772928003.1539528,AUSTRALIA,18
1772928003.1539528,CHINA,19
1772928003.1539528,IRAN_M_ORIENTE,68
1772928003.1539528,MEXICO,17
1772928003.1539528,RUSIA_UCRANIA,62
1772928003.1539528,BRASIL,17
1772928003.1539528,ASIA_PACIFICO,18
1772929803.8356524,Iran_M_Oriente,68
1772929803.8356524,Espana,18
1772929803.8356524,Rusia_Ucrania,62
1772929803.8356524,USA,19
1772929803.8356524,China,19
1772929803.8356524,Latam,18
1772929803.8356524,Mexico,17
1772929803.8356524,Argentina,17
1772929803.8356524,Brasil,17
1772929803.8356524,Sahel,32
1772929803.8356524,Asia_Pacifico,18
1772929803.8356524,Europa_Core,20
1772929803.8356524,North_Korea,35
1772929803.8356524,Australia,18
1772929803.8356524,ARGENTINA,17
1772929803.8356524,LATAM,18
1772929803.8356524,SAHEL,32
1772929803.8356524,ESPANA,18
1772929803.8356524,NORTH_KOREA,35
1772929803.8356524,EUROPA_CORE,20
1772929803.8356524,AUSTRALIA,18
1772929803.8356524,CHINA,19
1772929803.8356524,IRAN_M_ORIENTE,68
1772929803.8356524,MEXICO,17
1772929803.8356524,RUSIA_UCRANIA,62
1772929803.8356524,BRASIL,17
1772929803.8356524,ASIA_PACIFICO,18
1772931603.6106112,Iran_M_Oriente,68
1772931603.6106112,Espana,18
1772931603.6106112,Rusia_Ucrania,62
1772931603.6106112,USA,19
1772931603.6106112,China,19
1772931603.6106112,Latam,18
1772931603.6106112,Mexico,17
1772931603.6106112,Argentina,17
1772931603.6106112,Brasil,17
1772931603.6106112,Sahel,32
1772931603.6106112,Asia_Pacifico,18
1772931603.6106112,Europa_Core,20
1772931603.6106112,North_Korea,35
1772931603.6106112,Australia,18
1772931603.6106112,ARGENTINA,17
1772931603.6106112,LATAM,18
1772931603.6106112,SAHEL,32
1772931603.6106112,ESPANA,18
1772931603.6106112,NORTH_KOREA,35
1772931603.6106112,EUROPA_CORE,20
1772931603.6106112,AUSTRALIA,18
1772931603.6106112,CHINA,19
1772931603.6106112,IRAN_M_ORIENTE,68
1772931603.6106112,MEXICO,17
1772931603.6106112,RUSIA_UCRANIA,62
1772931603.6106112,BRASIL,17
1772931603.6106112,ASIA_PACIFICO,18
1772933403.5472815,Iran_M_Oriente,68
1772933403.5472815,Espana,18
1772933403.5472815,Rusia_Ucrania,62
1772933403.5472815,USA,19
1772933403.5472815,China,19
1772933403.5472815,Latam,18
1772933403.5472815,Mexico,17
1772933403.5472815,Argentina,17
1772933403.5472815,Brasil,17
1772933403.5472815,Sahel,32
1772933403.5472815,Asia_Pacifico,18
1772933403.5472815,Europa_Core,20
1772933403.5472815,North_Korea,35
1772933403.5472815,Australia,18
1772933403.5472815,ARGENTINA,17
1772933403.5472815,LATAM,18
1772933403.5472815,SAHEL,32
1772933403.5472815,ESPANA,18
1772933403.5472815,NORTH_KOREA,35
1772933403.5472815,EUROPA_CORE,20
1772933403.5472815,AUSTRALIA,18
1772933403.5472815,CHINA,19
1772933403.5472815,IRAN_M_ORIENTE,68
1772933403.5472815,MEXICO,17
1772933403.5472815,RUSIA_UCRANIA,62
1772933403.5472815,BRASIL,17
1772933403.5472815,ASIA_PACIFICO,18
1772935203.0875168,Iran_M_Oriente,68
1772935203.0875168,Espana,18
1772935203.0875168,Rusia_Ucrania,62
1772935203.0875168,USA,19
1772935203.0875168,China,19
1772935203.0875168,Latam,18
1772935203.0875168,Mexico,17
1772935203.0875168,Argentina,17
1772935203.0875168,Brasil,17
1772935203.0875168,Sahel,32
1772935203.0875168,Asia_Pacifico,18
1772935203.0875168,Europa_Core,20
1772935203.0875168,North_Korea,35
1772935203.0875168,Australia,18
1772935203.0875168,ARGENTINA,17
1772935203.0875168,LATAM,18
1772935203.0875168,SAHEL,32
1772935203.0875168,ESPANA,18
1772935203.0875168,NORTH_KOREA,35
1772935203.0875168,EUROPA_CORE,20
1772935203.0875168,AUSTRALIA,18
1772935203.0875168,CHINA,19
1772935203.0875168,IRAN_M_ORIENTE,68
1772935203.0875168,MEXICO,17
1772935203.0875168,RUSIA_UCRANIA,62
1772935203.0875168,BRASIL,17
1772935203.0875168,ASIA_PACIFICO,18
1772937003.4492006,Iran_M_Oriente,68
1772937003.4492006,Espana,18
1772937003.4492006,Rusia_Ucrania,62
1772937003.4492006,USA,19
1772937003.4492006,China,19
1772937003.4492006,Latam,18
1772937003.4492006,Mexico,17
1772937003.4492006,Argentina,17
1772937003.4492006,Brasil,17
1772937003.4492006,Sahel,32
1772937003.4492006,Asia_Pacifico,18
1772937003.4492006,Europa_Core,20
1772937003.4492006,North_Korea,35
1772937003.4492006,Australia,18
1772937003.4492006,ARGENTINA,17
1772937003.4492006,LATAM,18
1772937003.4492006,SAHEL,32
1772937003.4492006,ESPANA,18
1772937003.4492006,NORTH_KOREA,35
1772937003.4492006,EUROPA_CORE,20
1772937003.4492006,AUSTRALIA,18
1772937003.4492006,CHINA,19
1772937003.4492006,IRAN_M_ORIENTE,68
1772937003.4492006,MEXICO,17
1772937003.4492006,RUSIA_UCRANIA,62
1772937003.4492006,BRASIL,17
1772937003.4492006,ASIA_PACIFICO,18
1772938803.8590586,Iran_M_Oriente,68
1772938803.8590586,Espana,18
1772938803.8590586,Rusia_Ucrania,62
1772938803.8590586,USA,19
1772938803.8590586,China,19
1772938803.8590586,Latam,18
1772938803.8590586,Mexico,17
1772938803.8590586,Argentina,17
1772938803.8590586,Brasil,17
1772938803.8590586,Sahel,32
1772938803.8590586,Asia_Pacifico,18
1772938803.8590586,Europa_Core,20
1772938803.8590586,North_Korea,35
1772938803.8590586,Australia,18
1772938803.8590586,ARGENTINA,17
1772938803.8590586,LATAM,18
1772938803.8590586,SAHEL,32
1772938803.8590586,ESPANA,18
1772938803.8590586,NORTH_KOREA,35
1772938803.8590586,EUROPA_CORE,20
1772938803.8590586,AUSTRALIA,18
1772938803.8590586,CHINA,19
1772938803.8590586,IRAN_M_ORIENTE,68
1772938803.8590586,MEXICO,17
1772938803.8590586,RUSIA_UCRANIA,62
1772938803.8590586,BRASIL,17
1772938803.8590586,ASIA_PACIFICO,18
1772940602.945224,Iran_M_Oriente,68
1772940602.945224,Espana,18
1772940602.945224,Rusia_Ucrania,62
1772940602.945224,USA,19
1772940602.945224,China,19
1772940602.945224,Latam,18
1772940602.945224,Mexico,17
1772940602.945224,Argentina,17
1772940602.945224,Brasil,17
1772940602.945224,Sahel,32
1772940602.945224,Asia_Pacifico,18
1772940602.945224,Europa_Core,20
1772940602.945224,North_Korea,35
1772940602.945224,Australia,18
1772940602.945224,ARGENTINA,17
1772940602.945224,LATAM,18
1772940602.945224,SAHEL,32
1772940602.945224,ESPANA,18
1772940602.945224,NORTH_KOREA,35
1772940602.945224,EUROPA_CORE,20
1772940602.945224,AUSTRALIA,18
1772940602.945224,CHINA,19
1772940602.945224,IRAN_M_ORIENTE,68
1772940602.945224,MEXICO,17
1772940602.945224,RUSIA_UCRANIA,62
1772940602.945224,BRASIL,17
1772940602.945224,ASIA_PACIFICO,18
1772942403.7666624,Iran_M_Oriente,68
1772942403.7666624,Espana,18
1772942403.7666624,Rusia_Ucrania,62
1772942403.7666624,USA,19
1772942403.7666624,China,19
1772942403.7666624,Latam,18
1772942403.7666624,Mexico,17
1772942403.7666624,Argentina,17
1772942403.7666624,Brasil,17
1772942403.7666624,Sahel,32
1772942403.7666624,Asia_Pacifico,18
1772942403.7666624,Europa_Core,20
1772942403.7666624,North_Korea,35
1772942403.7666624,Australia,18
1772942403.7666624,ARGENTINA,17
1772942403.7666624,LATAM,18
2026-03-01T14:00:08.524942,ASIA,50
1772942403.7666624,SAHEL,32
1772942403.7666624,ESPANA,18
1772942403.7666624,NORTH_KOREA,35
1772942403.7666624,EUROPA_CORE,20
1772942403.7666624,AUSTRALIA,18
1772942403.7666624,CHINA,19
1772942403.7666624,IRAN_M_ORIENTE,68
1772942403.7666624,MEXICO,17
1772942403.7666624,RUSIA_UCRANIA,62
1772942403.7666624,BRASIL,17
1772942403.7666624,ASIA_PACIFICO,18
1772944203.3274953,Iran_M_Oriente,68
1772944203.3274953,Espana,18
1772944203.3274953,Rusia_Ucrania,62
1772944203.3274953,USA,19
1772944203.3274953,China,19
1772944203.3274953,Latam,18
1772944203.3274953,Mexico,17
1772944203.3274953,Argentina,17
1772944203.3274953,Brasil,17
1772944203.3274953,Sahel,32
1772944203.3274953,Asia_Pacifico,18
1772944203.3274953,Europa_Core,20
1772944203.3274953,North_Korea,35
1772944203.3274953,Australia,18
1772944203.3274953,ARGENTINA,17
1772944203.3274953,LATAM,18
1772944203.3274953,SAHEL,32
1772944203.3274953,ESPANA,18
1772944203.3274953,NORTH_KOREA,35
1772944203.3274953,EUROPA_CORE,20
1772944203.3274953,AUSTRALIA,18
1772944203.3274953,CHINA,19
1772944203.3274953,IRAN_M_ORIENTE,68
1772944203.3274953,MEXICO,17
1772944203.3274953,RUSIA_UCRANIA,62
1772944203.3274953,BRASIL,17
1772944203.3274953,ASIA_PACIFICO,18
1772946003.4858484,Iran_M_Oriente,68
1772946003.4858484,Espana,18
1772946003.4858484,Rusia_Ucrania,62
1772946003.4858484,USA,19
1772946003.4858484,China,18
1772946003.4858484,Latam,18
1772946003.4858484,Mexico,17
1772946003.4858484,Argentina,17
1772946003.4858484,Brasil,17
1772946003.4858484,Sahel,32
1772946003.4858484,Asia_Pacifico,18
1772946003.4858484,Europa_Core,20
1772946003.4858484,North_Korea,35
1772946003.4858484,Australia,18
1772946003.4858484,ARGENTINA,17
1772946003.4858484,LATAM,18
1772946003.4858484,SAHEL,32
1772946003.4858484,ESPANA,18
1772946003.4858484,NORTH_KOREA,35
1772946003.4858484,EUROPA_CORE,20
1772946003.4858484,AUSTRALIA,18
1772946003.4858484,CHINA,18
2026-03-01T14:00:01.693797,EUROPA,58
1772946003.4858484,IRAN_M_ORIENTE,68
1772946003.4858484,MEXICO,17
1772946003.4858484,RUSIA_UCRANIA,62
1772946003.4858484,BRASIL,17
1772946003.4858484,ASIA_PACIFICO,18
2026-03-01T14:00:04.083515,M_ORIENTE,100
1772947803.6585321,Iran_M_Oriente,68
1772947803.6585321,Espana,18
1772947803.6585321,Rusia_Ucrania,62
1772947803.6585321,USA,19
1772947803.6585321,China,18
1772947803.6585321,Latam,18
1772947803.6585321,Mexico,17
1772947803.6585321,Argentina,17
1772947803.6585321,Brasil,17
1772947803.6585321,Sahel,32
1772947803.6585321,Asia_Pacifico,18
1772947803.6585321,Europa_Core,20
1772947803.6585321,North_Korea,35
1772947803.6585321,Australia,18
1772947803.6585321,ARGENTINA,17
1772947803.6585321,LATAM,18
1772947803.6585321,SAHEL,32
1772947803.6585321,ESPANA,18
1772947803.6585321,NORTH_KOREA,35
1772947803.6585321,EUROPA_CORE,20
1772947803.6585321,AUSTRALIA,18
1772947803.6585321,CHINA,18
1772947803.6585321,IRAN_M_ORIENTE,68
1772947803.6585321,MEXICO,17
1772947803.6585321,RUSIA_UCRANIA,62
1772947803.6585321,BRASIL,17
1772947803.6585321,ASIA_PACIFICO,18
1772949603.8490534,Iran_M_Oriente,68
1772949603.8490534,Espana,18
1772949603.8490534,Rusia_Ucrania,62
1772949603.8490534,USA,19
1772949603.8490534,China,18
1772949603.8490534,Latam,18
1772949603.8490534,Mexico,17
1772949603.8490534,Argentina,17
1772949603.8490534,Brasil,17
1772949603.8490534,Sahel,32
1772949603.8490534,Asia_Pacifico,18
1772949603.8490534,Europa_Core,20
1772949603.8490534,North_Korea,35
1772949603.8490534,Australia,18
1772949603.8490534,ARGENTINA,17
1772949603.8490534,LATAM,18
1772949603.8490534,SAHEL,32
1772949603.8490534,ESPANA,18
1772949603.8490534,NORTH_KOREA,35
1772949603.8490534,EUROPA_CORE,20
1772949603.8490534,AUSTRALIA,18
1772949603.8490534,CHINA,18
1772949603.8490534,IRAN_M_ORIENTE,68
1772949603.8490534,MEXICO,17
1772949603.8490534,RUSIA_UCRANIA,62
1772949603.8490534,BRASIL,17
1772949603.8490534,ASIA_PACIFICO,18
1772951403.6772661,Iran_M_Oriente,68
1772951403.6772661,Espana,18
1772951403.6772661,Rusia_Ucrania,62
1772951403.6772661,USA,18
1772951403.6772661,China,18
1772951403.6772661,Latam,18
1772951403.6772661,Mexico,17
1772951403.6772661,Argentina,17
1772951403.6772661,Brasil,17
1772951403.6772661,Sahel,32
1772951403.6772661,Asia_Pacifico,18
1772951403.6772661,Europa_Core,20
1772951403.6772661,North_Korea,35
1772951403.6772661,Australia,18
1772951403.6772661,ARGENTINA,17
1772951403.6772661,LATAM,18
1772951403.6772661,SAHEL,32
1772951403.6772661,ESPANA,18
1772951403.6772661,NORTH_KOREA,35
1772951403.6772661,EUROPA_CORE,20
1772951403.6772661,AUSTRALIA,18
1772951403.6772661,CHINA,18
1772951403.6772661,IRAN_M_ORIENTE,68
1772951403.6772661,MEXICO,17
1772951403.6772661,RUSIA_UCRANIA,62
1772951403.6772661,BRASIL,17
1772951403.6772661,ASIA_PACIFICO,18
1772953203.3690972,Iran_M_Oriente,68
1772953203.3690972,Espana,18
1772953203.3690972,Rusia_Ucrania,62
1772953203.3690972,USA,18
1772953203.3690972,China,18
1772953203.3690972,Latam,18
1772953203.3690972,Mexico,17
1772953203.3690972,Argentina,17
1772953203.3690972,Brasil,17
1772953203.3690972,Sahel,32
1772953203.3690972,Asia_Pacifico,18
1772953203.3690972,Europa_Core,20
1772953203.3690972,North_Korea,35
1772953203.3690972,Australia,18
1772953203.3690972,ARGENTINA,17
1772953203.3690972,LATAM,18
1772953203.3690972,SAHEL,32
1772953203.3690972,ESPANA,18
1772953203.3690972,NORTH_KOREA,35
1772953203.3690972,EUROPA_CORE,20
1772953203.3690972,AUSTRALIA,18
1772953203.3690972,CHINA,18
1772953203.3690972,IRAN_M_ORIENTE,68
1772953203.3690972,MEXICO,17
1772953203.3690972,RUSIA_UCRANIA,62
1772953203.3690972,BRASIL,17
1772953203.3690972,ASIA_PACIFICO,18
1772955003.7239,Iran_M_Oriente,68
1772955003.7239,Espana,18
1772955003.7239,Rusia_Ucrania,62
1772955003.7239,USA,18
1772955003.7239,China,18
1772955003.7239,Latam,18
1772955003.7239,Mexico,17
1772955003.7239,Argentina,17
1772955003.7239,Brasil,17
1772955003.7239,Sahel,32
1772955003.7239,Asia_Pacifico,18
1772955003.7239,Europa_Core,20
1772955003.7239,North_Korea,35
1772955003.7239,Australia,18
1772955003.7239,ARGENTINA,17
1772955003.7239,LATAM,18
1772955003.7239,SAHEL,32
1772955003.7239,ESPANA,18
1772955003.7239,NORTH_KOREA,35
1772955003.7239,EUROPA_CORE,20
1772955003.7239,AUSTRALIA,18
1772955003.7239,CHINA,18
1772955003.7239,IRAN_M_ORIENTE,68
1772955003.7239,MEXICO,17
1772955003.7239,RUSIA_UCRANIA,62
1772955003.7239,BRASIL,17
1772955003.7239,ASIA_PACIFICO,18
1772956803.1175458,Iran_M_Oriente,68
1772956803.1175458,Espana,18
1772956803.1175458,Rusia_Ucrania,62
1772956803.1175458,USA,18
1772956803.1175458,China,18
1772956803.1175458,Latam,18
1772956803.1175458,Mexico,17
1772956803.1175458,Argentina,17
1772956803.1175458,Brasil,17
1772956803.1175458,Sahel,32
1772956803.1175458,Asia_Pacifico,18
1772956803.1175458,Europa_Core,20
1772956803.1175458,North_Korea,35
1772956803.1175458,Australia,18
1772956803.1175458,ARGENTINA,17
1772956803.1175458,LATAM,18
1772956803.1175458,SAHEL,32
1772956803.1175458,ESPANA,18
1772956803.1175458,NORTH_KOREA,35
1772956803.1175458,EUROPA_CORE,20
1772956803.1175458,AUSTRALIA,18
1772956803.1175458,CHINA,18
1772956803.1175458,IRAN_M_ORIENTE,68
1772956803.1175458,MEXICO,17
1772956803.1175458,RUSIA_UCRANIA,62
1772956803.1175458,BRASIL,17
1772956803.1175458,ASIA_PACIFICO,18
1772958603.5782366,Iran_M_Oriente,68
1772958603.5782366,Espana,18
1772958603.5782366,Rusia_Ucrania,62
1772958603.5782366,USA,18
1772958603.5782366,China,18
1772958603.5782366,Latam,18
1772958603.5782366,Mexico,17
1772958603.5782366,Argentina,17
1772958603.5782366,Brasil,17
1772958603.5782366,Sahel,32
1772958603.5782366,Asia_Pacifico,18
1772958603.5782366,Europa_Core,20
1772958603.5782366,North_Korea,35
1772958603.5782366,Australia,18
1772958603.5782366,ARGENTINA,17
1772958603.5782366,LATAM,18
1772958603.5782366,SAHEL,32
1772958603.5782366,ESPANA,18
1772958603.5782366,NORTH_KOREA,35
1772958603.5782366,EUROPA_CORE,20
1772958603.5782366,AUSTRALIA,18
1772958603.5782366,CHINA,18
1772958603.5782366,IRAN_M_ORIENTE,68
1772958603.5782366,MEXICO,17
1772958603.5782366,RUSIA_UCRANIA,62
1772958603.5782366,BRASIL,17
1772958603.5782366,ASIA_PACIFICO,18
1772960403.054496,Iran_M_Oriente,68
1772960403.054496,Espana,18
1772960403.054496,Rusia_Ucrania,62
1772960403.054496,USA,18
1772960403.054496,China,18
1772960403.054496,Latam,18
1772960403.054496,Mexico,17
1772960403.054496,Argentina,17
1772960403.054496,Brasil,17
1772960403.054496,Sahel,32
1772960403.054496,Asia_Pacifico,18
1772960403.054496,Europa_Core,20
1772960403.054496,North_Korea,35
1772960403.054496,Australia,18
1772960403.054496,ARGENTINA,17
1772960403.054496,LATAM,18
1772960403.054496,SAHEL,32
1772960403.054496,ESPANA,18
1772960403.054496,NORTH_KOREA,35
1772960403.054496,EUROPA_CORE,20
1772960403.054496,AUSTRALIA,18
1772960403.054496,CHINA,18
1772960403.054496,IRAN_M_ORIENTE,68
1772960403.054496,MEXICO,17
1772960403.054496,RUSIA_UCRANIA,62
1772960403.054496,BRASIL,17
1772960403.054496,ASIA_PACIFICO,18
1772962203.1423833,Iran_M_Oriente,68
1772962203.1423833,Espana,18
1772962203.1423833,Rusia_Ucrania,62
1772962203.1423833,USA,18
1772962203.1423833,China,18
1772962203.1423833,Latam,18
1772962203.1423833,Mexico,17
1772962203.1423833,Argentina,17
1772962203.1423833,Brasil,17
1772962203.1423833,Sahel,32
1772962203.1423833,Asia_Pacifico,18
1772962203.1423833,Europa_Core,20
1772962203.1423833,North_Korea,35
1772962203.1423833,Australia,18
1772962203.1423833,ARGENTINA,17
1772962203.1423833,LATAM,18
1772962203.1423833,SAHEL,32
1772962203.1423833,ESPANA,18
1772962203.1423833,NORTH_KOREA,35
1772962203.1423833,EUROPA_CORE,20
1772962203.1423833,AUSTRALIA,18
1772962203.1423833,CHINA,18
1772962203.1423833,IRAN_M_ORIENTE,68
1772962203.1423833,MEXICO,17
1772962203.1423833,RUSIA_UCRANIA,62
1772962203.1423833,BRASIL,17
1772962203.1423833,ASIA_PACIFICO,18
1772964003.6059809,Iran_M_Oriente,68
1772964003.6059809,Espana,18
1772964003.6059809,Rusia_Ucrania,62
1772964003.6059809,USA,18
1772964003.6059809,China,18
1772964003.6059809,Latam,18
1772964003.6059809,Mexico,17
1772964003.6059809,Argentina,17
1772964003.6059809,Brasil,17
1772964003.6059809,Sahel,32
1772964003.6059809,Asia_Pacifico,18
1772964003.6059809,Europa_Core,20
1772964003.6059809,North_Korea,35
1772964003.6059809,Australia,18
1772964003.6059809,ARGENTINA,17
1772964003.6059809,LATAM,18
1772964003.6059809,SAHEL,32
1772964003.6059809,ESPANA,18
1772964003.6059809,NORTH_KOREA,35
1772964003.6059809,EUROPA_CORE,20
1772964003.6059809,AUSTRALIA,18
1772964003.6059809,CHINA,18
1772964003.6059809,IRAN_M_ORIENTE,68
1772964003.6059809,MEXICO,17
1772964003.6059809,RUSIA_UCRANIA,62
1772964003.6059809,BRASIL,17
1772964003.6059809,ASIA_PACIFICO,18
1772965803.1421745,Iran_M_Oriente,68
1772965803.1421745,Espana,18
1772965803.1421745,Rusia_Ucrania,62
1772965803.1421745,USA,18
1772965803.1421745,China,18
1772965803.1421745,Latam,18
1772965803.1421745,Mexico,17
1772965803.1421745,Argentina,17
1772965803.1421745,Brasil,17
1772965803.1421745,Sahel,32
1772965803.1421745,Asia_Pacifico,19
1772965803.1421745,Europa_Core,20
1772965803.1421745,North_Korea,35
1772965803.1421745,Australia,18
1772965803.1421745,ARGENTINA,17
1772965803.1421745,LATAM,18
1772965803.1421745,SAHEL,32
1772965803.1421745,ESPANA,18
1772965803.1421745,NORTH_KOREA,35
1772965803.1421745,EUROPA_CORE,20
1772965803.1421745,AUSTRALIA,18
